sequenceID,mad,log.mad,hall,log.hall,emilie,n,log.n,log2.n,bases,log.bases,probes.per.base,log.probes.per.base,bases.per.probe,log.bases.per.probe,rss.1,rss.2,rss.3,rss.4,rss.5,rss.6,rss.7,rss.8,rss.9,rss.10,rss.11,rss.12,rss.13,rss.14,rss.15,rss.16,rss.17,rss.18,rss.19,rss.20,log.rss.1,log.rss.2,log.rss.3,log.rss.4,log.rss.5,log.rss.6,log.rss.7,log.rss.8,log.rss.9,log.rss.10,log.rss.11,log.rss.12,log.rss.13,log.rss.14,log.rss.15,log.rss.16,log.rss.17,log.rss.18,log.rss.19,log.rss.20,mse.1,mse.2,mse.3,mse.4,mse.5,mse.6,mse.7,mse.8,mse.9,mse.10,mse.11,mse.12,mse.13,mse.14,mse.15,mse.16,mse.17,mse.18,mse.19,mse.20,log.mse.1,log.mse.2,log.mse.3,log.mse.4,log.mse.5,log.mse.6,log.mse.7,log.mse.8,log.mse.9,log.mse.10,log.mse.11,log.mse.12,log.mse.13,log.mse.14,log.mse.15,log.mse.16,log.mse.17,log.mse.18,log.mse.19,log.mse.20,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22,chrX,n.loglog
597_chr11,0.044483909,-3.112627744,0.049695898,-3.001832885,2.767524108,235,5.459585514,1.697372874,134595902,18.71778753,1.75E-06,-13.25820201,572748.5191,13.25820201,0.576704023,0.549592482,0.510721078,0.503709516,0.489749035,0.472202537,0.465190975,0.45050354,0.439654533,0.430237213,0.419861005,0.408560542,0.397711535,0.390325527,0.379025064,0.371370534,0.362251997,0.354597467,0.346114101,0.339593763,-0.550426103,-0.598578218,-0.671931673,-0.685755534,-0.713862194,-0.750347281,-0.765307259,-0.797389343,-0.821766013,-0.843418563,-0.867831563,-0.89511517,-0.922028324,-0.940774203,-0.970152943,-0.990554971,-1.015415184,-1.036772029,-1.060986786,-1.080005191,0.00245406,0.002338691,0.002173281,0.002143445,0.002084038,0.002009372,0.001979536,0.001917036,0.00187087,0.001830797,0.001786643,0.001738555,0.00169239,0.00166096,0.001612873,0.0015803,0.001541498,0.001508925,0.001472826,0.00144508,-6.010011617,-6.058163732,-6.131517187,-6.145341048,-6.173447708,-6.209932796,-6.224892773,-6.256974857,-6.281351527,-6.303004077,-6.327417077,-6.354700684,-6.381613838,-6.400359717,-6.429738457,-6.450140485,-6.475000698,-6.496357544,-6.5205723,-6.539590705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.697372874
598_chr11,0.2356,-1.445619827,0.247659961,-1.395698599,3.052892523,3256,8.088254727,2.090412976,134388560,18.71624586,2.42E-05,-10.62799114,41274.12776,10.62799114,207.6458445,206.9111609,205.6519076,204.4590624,203.3128139,202.3850231,201.4353878,200.506503,199.722116,198.8122726,198.0278856,197.3657248,196.5813378,196.0370579,195.4116577,194.7464655,194.2021857,193.669645,193.0994796,192.5396378,5.335833958,5.332289527,5.326184971,5.320367772,5.314745748,5.310171938,5.305468674,5.30084668,5.296926981,5.292361026,5.288407857,5.285058479,5.281076278,5.278303712,5.275108398,5.271698536,5.268899811,5.266153847,5.263205495,5.260302043,0.063773294,0.063547654,0.063160905,0.062794552,0.06244251,0.062157562,0.061865905,0.061580621,0.061339716,0.06106028,0.060819375,0.060616009,0.060375104,0.060207942,0.060015865,0.059811568,0.059644406,0.059480849,0.059305737,0.059133795,-2.752420769,-2.7559652,-2.762069757,-2.767886955,-2.773508979,-2.778082789,-2.782786053,-2.787408047,-2.791327747,-2.795893702,-2.79984687,-2.803196249,-2.807178449,-2.809951015,-2.813146329,-2.816556191,-2.819354917,-2.82210088,-2.825049232,-2.827952684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.090412976
599_chr11,0.355,-1.03563749,0.379912443,-0.967814466,3.052892523,3256,8.088254727,2.090412976,134388560,18.71624586,2.42E-05,-10.62799114,41274.12776,10.62799114,559.6077599,553.8231186,543.7797705,530.886928,524.9347267,518.9970897,511.910054,508.8402795,505.085082,502.0153074,499.5653696,496.5989845,494.1490467,492.0625071,489.9879542,487.5385932,485.4520536,483.5427443,481.6591896,479.9745264,6.32723611,6.316845355,6.298544331,6.274549057,6.263273925,6.251898276,6.238148934,6.232134175,6.224726894,6.218630612,6.21373846,6.207782828,6.202837186,6.198605755,6.194380808,6.189369453,6.185080526,6.181139717,6.177236788,6.173733033,0.171869705,0.170093095,0.167008529,0.163048811,0.161220739,0.159397141,0.157220533,0.156277727,0.155124411,0.154181605,0.153429168,0.152518116,0.151765678,0.151124849,0.150487701,0.14973544,0.149094611,0.148508214,0.147929727,0.147412324,-1.761018617,-1.771409372,-1.789710396,-1.81370567,-1.824980802,-1.836356452,-1.850105793,-1.856120553,-1.863527833,-1.869624115,-1.874516268,-1.880471899,-1.885417542,-1.889648972,-1.89387392,-1.898885274,-1.903174201,-1.90711501,-1.911017939,-1.914521695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.090412976
601_chr11,0.072396951,-2.625591091,0.083878714,-2.478383409,2.767524108,235,5.459585514,1.697372874,134595902,18.71778753,1.75E-06,-13.25820201,572748.5191,13.25820201,2.45082515,2.217301553,1.983741357,1.736528092,1.564711444,1.496343322,1.451395453,1.405134211,1.360186342,1.313294124,1.268346255,1.236865974,1.193711665,1.160636753,1.122291538,1.086713962,1.053108735,1.015293835,0.986222683,0.958100402,0.896424764,0.79629094,0.684984636,0.55188777,0.447701426,0.403024346,0.372525475,0.340132822,0.307621707,0.272538579,0.23771389,0.21258074,0.177067499,0.148968779,0.115372611,0.083158429,0.05174649,0.015178063,-0.013873105,-0.042802703,0.010429043,0.009435326,0.008441453,0.007389481,0.006658347,0.006367418,0.006176151,0.005979295,0.005788027,0.005588486,0.005397218,0.005263259,0.005079624,0.00493888,0.004775709,0.004624315,0.004481314,0.004320399,0.004196692,0.004077023,-4.56316075,-4.663294574,-4.774600878,-4.907697744,-5.011884088,-5.056561168,-5.087060039,-5.119452692,-5.151963807,-5.187046935,-5.221871624,-5.247004775,-5.282518015,-5.310616735,-5.344212903,-5.376427085,-5.407839024,-5.444407451,-5.473458619,-5.502388217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.697372874
602_chr11,0.061728388,-2.785011359,0.081629796,-2.505560936,2.720472748,163,5.093750201,1.628014337,134025767,18.71354263,1.22E-06,-13.61979243,822243.9693,13.61979243,1.318165164,1.202796406,1.167410762,1.081289817,1.025156149,0.944800677,0.910017239,0.866532492,0.831749053,0.796840998,0.764520542,0.737624615,0.71086738,0.686319778,0.663093971,0.638546369,0.617024874,0.597133941,0.572586339,0.551064844,0.276240742,0.184649184,0.154788273,0.078154603,0.024844941,-0.056781297,-0.094291736,-0.143255673,-0.184224502,-0.22710012,-0.268506384,-0.304320235,-0.341269392,-0.376411611,-0.410838563,-0.448560984,-0.482845941,-0.515613834,-0.557591744,-0.595902792,0.008086903,0.007379119,0.007162029,0.00663368,0.006289302,0.005796323,0.005582928,0.00531615,0.005102755,0.004888595,0.00469031,0.004525304,0.00436115,0.004210551,0.004068061,0.003917462,0.003785429,0.003663398,0.0035128,0.003380766,-4.817509458,-4.909101017,-4.938961928,-5.015595597,-5.068905259,-5.150531498,-5.188041936,-5.237005874,-5.277974703,-5.320850321,-5.362256585,-5.398070436,-5.435019593,-5.470161811,-5.504588763,-5.542311185,-5.576596142,-5.609364035,-5.651341945,-5.689652993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.628014337
603_chr11,0.058014891,-2.847055563,0.071568933,-2.637094192,2.767524108,235,5.459585514,1.697372874,134595902,18.71778753,1.75E-06,-13.25820201,572748.5191,13.25820201,1.763924665,1.564774949,1.469563905,1.296626695,1.205603304,1.1559532,1.076796838,1.027146733,0.995662977,0.946012872,0.914117171,0.881153173,0.852723109,0.819759111,0.794497561,0.770356283,0.744253705,0.720112427,0.698608912,0.674467634,0.56754125,0.447742011,0.384965694,0.259766042,0.186980109,0.144925285,0.073990743,0.026784796,-0.004346456,-0.055499103,-0.08979652,-0.126523805,-0.159320393,-0.198744748,-0.230045363,-0.260902166,-0.295373301,-0.328347931,-0.358664189,-0.393831589,0.007506062,0.006658617,0.006253463,0.00551756,0.005130227,0.00491895,0.004582114,0.004370837,0.004236864,0.004025587,0.00388986,0.003749588,0.003628609,0.003488337,0.003380841,0.003278112,0.003167037,0.003064308,0.002972804,0.002870075,-4.892044264,-5.011843503,-5.07461982,-5.199819472,-5.272605405,-5.31466023,-5.385594771,-5.432800718,-5.46393197,-5.515084617,-5.549382034,-5.586109319,-5.618905907,-5.658330263,-5.689630877,-5.72048768,-5.754958815,-5.787933445,-5.818249703,-5.853417103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.697372874
1_chr17,0.081272136,-2.509952052,0.110153715,-2.205878476,2.726762503,171,5.141663557,1.637376676,80144538,18.19934229,2.13E-06,-13.05767873,468681.5088,13.05767873,2.546446307,2.437468558,2.219351759,2.095398259,1.900109364,1.776155864,1.660504455,1.563261023,1.466193507,1.398609253,1.303950978,1.257002981,1.17354709,1.143524303,1.073976201,1.038905391,0.993398658,0.958327848,0.916383024,0.881312214,0.934698782,0.890960024,0.797215153,0.739743635,0.641911444,0.574451402,0.507121445,0.446774039,0.382669591,0.335478352,0.265398869,0.228730301,0.160030863,0.134114987,0.071367836,0.03816765,-0.006623227,-0.042565338,-0.087320854,-0.12634333,0.014891499,0.014254202,0.012978665,0.012253791,0.011111751,0.010386876,0.009710552,0.009141877,0.008574231,0.008179001,0.007625444,0.007350895,0.006862848,0.006687277,0.006280563,0.00607547,0.005809349,0.005604256,0.005358965,0.005153873,-4.206964775,-4.250703532,-4.344448404,-4.401919922,-4.499752112,-4.567212155,-4.634542112,-4.694889518,-4.758993965,-4.806185204,-4.876264687,-4.912933256,-4.981632693,-5.007548569,-5.07029572,-5.103495906,-5.148286784,-5.184228895,-5.22898441,-5.268006886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.637376676
2_chr17,0.049131707,-3.013250682,0.125688529,-2.073948423,2.730526896,176,5.170483995,1.6429663,80144538,18.19934229,2.20E-06,-13.02885829,455366.6932,13.02885829,19.04389902,3.90889385,2.871725951,2.614430186,2.124056688,1.945417745,1.761282262,1.582643318,1.443157662,1.317542359,1.178056703,1.095642838,1.01099522,0.929971877,0.895025885,0.846221266,0.81152213,0.764138981,0.729439846,0.684996134,2.946746789,1.363254431,1.054913226,0.961046172,0.753327792,0.665476733,0.566042101,0.459096435,0.366833534,0.275768152,0.163866219,0.091341258,0.010935212,-0.072600933,-0.110902639,-0.16697441,-0.208843622,-0.269005594,-0.315478374,-0.378342084,0.108203972,0.022209624,0.016316625,0.014854717,0.012068504,0.01105351,0.010007286,0.008992292,0.008199759,0.007486036,0.006693504,0.006225243,0.005744291,0.005283931,0.005085374,0.004808075,0.004610921,0.004341699,0.004144545,0.003892023,-2.223737206,-3.807229564,-4.115570769,-4.209437824,-4.417156203,-4.505007262,-4.604441894,-4.71138756,-4.803650461,-4.894715843,-5.006617776,-5.079142737,-5.159548783,-5.243084928,-5.281386634,-5.337458405,-5.379327617,-5.439489589,-5.485962369,-5.548826079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6429663
4_chr17,0.098128195,-2.321480541,0.154818015,-1.865504951,2.712100378,153,5.030437921,1.615507042,80144538,18.19934229,1.91E-06,-13.16890437,523820.5098,13.16890437,12.7481739,4.273034472,3.829260486,3.413018944,2.677221217,2.466239031,2.260432112,2.049449926,1.945557457,1.836005715,1.732113246,1.641154866,1.544733126,1.453774746,1.366408056,1.298437888,1.22452433,1.165546296,1.107337935,1.073996409,2.545388038,1.452324224,1.3426717,1.227597221,0.984779397,0.902694331,0.815555995,0.717571428,0.665548546,0.607592405,0.549342193,0.495400181,0.434851162,0.374163447,0.31218544,0.261161918,0.202552466,0.153189901,0.101958878,0.071386653,0.083321398,0.02792833,0.025027846,0.022307313,0.017498178,0.016119209,0.014774066,0.013395098,0.012716062,0.012000037,0.011321002,0.010726502,0.010096295,0.009501796,0.008930772,0.008486522,0.008003427,0.00761795,0.007237503,0.007019584,-2.485049884,-3.578113697,-3.687766221,-3.802840701,-4.045658524,-4.127743591,-4.214881926,-4.312866493,-4.364889375,-4.422845516,-4.481095729,-4.535037741,-4.59558676,-4.656274474,-4.718252481,-4.769276004,-4.827885455,-4.877248021,-4.928479043,-4.959051269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.615507042
5_chr17,0.036,-3.324236341,0.063609408,-2.754993901,2.739089068,188,5.236441963,1.655642253,77791077,18.16953729,2.42E-06,-12.93309533,413782.3245,12.93309533,2.385401025,0.840130729,0.770255908,0.597236391,0.581910095,0.498570871,0.481926868,0.443828547,0.427184545,0.401627176,0.384983174,0.367620033,0.350976031,0.33591877,0.321318351,0.311284268,0.298418853,0.283818434,0.273784351,0.265880306,0.869367255,-0.174197769,-0.261032471,-0.515442279,-0.541439319,-0.696009532,-0.729962902,-0.812316947,-0.85053917,-0.912231043,-0.95455565,-1.000705393,-1.047037345,-1.090885905,-1.135322899,-1.16704874,-1.209257232,-1.259420561,-1.295414522,-1.32470905,0.012688303,0.00446878,0.004097106,0.003176789,0.003095266,0.002651973,0.002563441,0.00236079,0.002272258,0.002136315,0.002047783,0.001955426,0.001866894,0.001786802,0.00170914,0.001655767,0.001587334,0.001509673,0.0014563,0.001414257,-4.367074708,-5.410639732,-5.497474434,-5.751884242,-5.777881282,-5.932451495,-5.966404865,-6.04875891,-6.086981133,-6.148673006,-6.190997613,-6.237147355,-6.283479308,-6.327327867,-6.371764862,-6.403490703,-6.445699194,-6.495862524,-6.531856485,-6.561151013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.655642253
6_chr17,0.096,-2.343407088,0.129931712,-2.040746261,2.739089068,188,5.236441963,1.655642253,77791077,18.16953729,2.42E-06,-12.93309533,413782.3245,12.93309533,4.165588638,3.913440168,3.3461796,3.273353683,2.797116291,2.695047316,2.381347026,2.279278051,2.132918676,2.047680015,1.901320639,1.828230334,1.686677213,1.613586908,1.547331866,1.479757741,1.426923271,1.385016647,1.327266321,1.287888612,1.426857595,1.364416825,1.207819277,1.18581505,1.02858899,0.991415761,0.867666305,0.823858749,0.757491312,0.716707452,0.642548718,0.603348468,0.522760448,0.478459594,0.436532071,0.391878386,0.355520568,0.325712159,0.283121429,0.253004143,0.022157386,0.020816171,0.017798828,0.017411456,0.014878278,0.014335358,0.01266674,0.012123819,0.011345312,0.010891915,0.010113408,0.009724629,0.008971687,0.008582909,0.008230489,0.007871052,0.007590017,0.00736711,0.007059927,0.006850471,-3.809584367,-3.872025137,-4.028622686,-4.050626912,-4.207852972,-4.245026202,-4.368775658,-4.412583214,-4.478950651,-4.519734511,-4.593893245,-4.633093494,-4.713681515,-4.757982369,-4.799909892,-4.844563577,-4.880921395,-4.910729804,-4.953320533,-4.98343782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.655642253
7_chr17,0.039932658,-3.220560783,0.067286332,-2.698798148,2.737007635,185,5.220355825,1.652565565,80144538,18.19934229,2.31E-06,-12.97898646,433213.7189,12.97898646,1.217936937,1.0334639,0.992761752,0.854597667,0.811423075,0.750924426,0.713234471,0.654314946,0.616624991,0.579082139,0.546038467,0.515166771,0.483135167,0.452263471,0.422562983,0.398210087,0.381194589,0.368041166,0.351025669,0.337662125,0.197158392,0.032916169,-0.007264572,-0.157124486,-0.20896569,-0.286450264,-0.337945061,-0.424166475,-0.483494234,-0.546310948,-0.605065854,-0.663264604,-0.727458816,-0.793490368,-0.86141677,-0.920775556,-0.964445301,-0.999560482,-1.046895928,-1.085709512,0.006583443,0.005586291,0.00536628,0.004619447,0.004386071,0.004059051,0.003855321,0.003536838,0.003333108,0.003130174,0.002951559,0.002784685,0.002611541,0.002444667,0.002284124,0.002152487,0.002060511,0.001989412,0.001897436,0.001825201,-5.023197433,-5.187439656,-5.227620397,-5.377480311,-5.429321515,-5.506806089,-5.558300886,-5.6445223,-5.703850059,-5.766666773,-5.825421679,-5.883620429,-5.947814641,-6.013846193,-6.081772596,-6.141131381,-6.184801126,-6.219916307,-6.267251753,-6.306065337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.652565565
8_chr17,0.093775371,-2.366853029,0.144685203,-1.933194912,2.712965117,154,5.036952602,1.616801257,80144538,18.19934229,1.92E-06,-13.16238969,520419.0779,13.16238969,25.80867551,4.310618691,3.875108235,3.62173486,3.103527888,2.919330966,2.615458174,2.44805142,2.167577198,2.036763944,1.82639232,1.695579067,1.615018027,1.440485911,1.365363363,1.297178755,1.230111969,1.172702138,1.124608884,1.079128321,3.250710695,1.461081442,1.354573594,1.286953154,1.132539493,1.071354469,0.961439292,0.89529237,0.773610045,0.711362246,0.602342611,0.528024315,0.479346119,0.364980495,0.311420594,0.260191717,0.207105197,0.159310605,0.117435317,0.076153605,0.167588802,0.02799103,0.02516304,0.023517759,0.020152778,0.018956695,0.016983495,0.015896438,0.014075177,0.01322574,0.01185969,0.011010254,0.01048713,0.009353805,0.008865996,0.008423239,0.00798774,0.007614949,0.007302655,0.007007327,-1.786241907,-3.575871161,-3.682379008,-3.749999448,-3.90441311,-3.965598134,-4.07551331,-4.141660233,-4.263342557,-4.325590356,-4.434609991,-4.508928288,-4.557606483,-4.671972108,-4.725532009,-4.776760885,-4.829847405,-4.877641997,-4.919517286,-4.960798997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.616801257
9_chr17,0.074919782,-2.591337317,0.114502495,-2.167158667,2.732727959,179,5.187385806,1.646229872,80144538,18.19934229,2.23E-06,-13.01195648,447734.8492,13.01195648,4.38887047,3.370279368,2.990808671,2.543006166,2.15688151,1.758380478,1.384383834,1.166530424,1.081570807,0.991408933,0.906449316,0.855277691,0.82382374,0.781118268,0.749664317,0.71480271,0.683348759,0.65493125,0.631430693,0.603013185,1.479071898,1.214995639,1.095543809,0.933346911,0.768663433,0.564393203,0.325255156,0.154033893,0.078414435,-0.008628183,-0.098220163,-0.156329078,-0.19379868,-0.247028709,-0.28812975,-0.335748704,-0.380749922,-0.423225011,-0.459767092,-0.505816218,0.024518829,0.018828376,0.016708428,0.014206738,0.012049617,0.009823355,0.007733988,0.00651693,0.006042295,0.005538597,0.005063963,0.004778088,0.004602367,0.004363789,0.004188069,0.003993311,0.003817591,0.003658834,0.003527546,0.003368789,-3.708313908,-3.972390166,-4.091841996,-4.254038895,-4.418722373,-4.622992603,-4.86213065,-5.033351912,-5.108971371,-5.196013989,-5.285605968,-5.343714884,-5.381184486,-5.434414514,-5.475515556,-5.52313451,-5.568135728,-5.610610816,-5.647152898,-5.693202023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.646229872
10_chr17,0.091,-2.396895772,0.120313755,-2.117652325,2.739089068,188,5.236441963,1.655642253,77791077,18.16953729,2.42E-06,-12.93309533,413782.3245,12.93309533,3.191238919,2.999081265,2.723171206,2.48470355,2.257927952,2.177551791,2.045446415,1.965070255,1.837163916,1.756787756,1.66021166,1.61491116,1.54989956,1.50459906,1.453974287,1.408673787,1.368740426,1.328868479,1.288935118,1.252077284,1.160409217,1.098305997,1.001797086,0.910153357,0.814447557,0.778201214,0.715616062,0.675527998,0.608223033,0.563487003,0.506945101,0.479279946,0.438190129,0.408526458,0.374300695,0.342648686,0.31389092,0.284327812,0.253816387,0.224803999,0.016974675,0.01595256,0.014484953,0.013216508,0.012010255,0.011582722,0.010880034,0.010452501,0.009772148,0.009344616,0.008830913,0.008589953,0.008244147,0.008003186,0.007733906,0.007492946,0.007280534,0.007068449,0.006856038,0.006659986,-4.076032746,-4.138135966,-4.234644877,-4.326288606,-4.421994406,-4.458240749,-4.520825901,-4.560913965,-4.62821893,-4.67295496,-4.729496862,-4.757162017,-4.798251834,-4.827915505,-4.862141268,-4.893793277,-4.922551043,-4.95211415,-4.982625575,-5.011637964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.655642253
11_chr17,0.138294647,-1.978368747,0.182492837,-1.701044355,2.731265265,177,5.176149733,1.644061485,80144538,18.19934229,2.21E-06,-13.02319255,452794,13.02319255,11.09126605,8.270714765,7.946534285,6.858984087,6.09864313,5.483146183,5.021861671,4.75547478,4.327203884,4.060816993,3.828113843,3.633285737,3.453122223,3.283655837,3.154457105,3.037836762,2.908651123,2.79203078,2.679193787,2.565901158,2.406157956,2.112720934,2.072735895,1.925559338,1.808066309,1.701679057,1.613800716,1.55929654,1.464921579,1.401384183,1.342372213,1.290137401,1.239278814,1.188957386,1.148816407,1.111145671,1.067689442,1.026769209,0.985515923,0.942309746,0.06266252,0.046727202,0.044895674,0.038751323,0.034455611,0.030978227,0.0283721,0.026867089,0.02444748,0.022942469,0.021627762,0.020527038,0.019509165,0.018551728,0.017821792,0.01716292,0.016433057,0.015774185,0.015136688,0.014496617,-2.769991776,-3.063428799,-3.103413838,-3.250590394,-3.368083424,-3.474470675,-3.562349017,-3.616853193,-3.711228153,-3.774765549,-3.83377752,-3.886012332,-3.936870919,-3.987192346,-4.027333326,-4.065004062,-4.10846029,-4.149380523,-4.190633809,-4.233839987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.644061485
12_chr17,0.091,-2.396895772,0.163450518,-1.811244978,2.739089068,188,5.236441963,1.655642253,77791077,18.16953729,2.42E-06,-12.93309533,413782.3245,12.93309533,18.39268232,5.750497136,5.384927642,4.817746989,4.522447815,4.240582905,3.925971875,3.669439073,3.521691023,3.340081499,3.19674182,3.015132296,2.919095373,2.763211675,2.667174752,2.518021044,2.421984121,2.319477454,2.223731799,2.121225133,2.911952885,1.74928631,1.683603874,1.572306389,1.509053399,1.444700737,1.367613932,1.300038809,1.258941278,1.205995208,1.16213211,1.103643708,1.071273764,1.016393654,0.981019767,0.923473293,0.884587089,0.841341925,0.799186775,0.751993815,0.097833417,0.030587751,0.028643232,0.025626314,0.024055573,0.022556292,0.020882829,0.019518293,0.018732399,0.017766391,0.017003946,0.016037938,0.015527103,0.014697934,0.0141871,0.013393729,0.012882894,0.012337646,0.011828361,0.011283112,-2.324489077,-3.487155653,-3.552838089,-3.664135574,-3.727388564,-3.791741225,-3.868828031,-3.936403154,-3.977500684,-4.030446755,-4.074309853,-4.132798254,-4.165168198,-4.220048309,-4.255422196,-4.31296867,-4.351854874,-4.395100038,-4.437255187,-4.484448148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.655642253
13_chr17,0.056636424,-2.871102972,0.065507065,-2.725597274,2.774265908,248,5.513428746,1.707186707,80327995,18.20162875,3.09E-06,-12.6882,323903.2056,12.6882,1.27625966,1.225004496,1.103569674,1.054682063,0.980239714,0.927024003,0.877321073,0.828433462,0.800310124,0.779297598,0.759793713,0.739771052,0.720627488,0.70226003,0.683116466,0.666437223,0.647397176,0.630717934,0.614281755,0.598306855,0.243933659,0.202944514,0.098550084,0.053239359,-0.019958132,-0.07577582,-0.13088225,-0.188218757,-0.222755971,-0.24936228,-0.274708313,-0.30141453,-0.327632936,-0.35345153,-0.381089913,-0.405809333,-0.434795299,-0.460896531,-0.487301572,-0.513651521,0.005146208,0.004939534,0.004449878,0.00425275,0.003952579,0.003738,0.003537585,0.003340458,0.003227057,0.003142329,0.003063684,0.002982948,0.002905756,0.002831694,0.002754502,0.002687247,0.002610472,0.002543217,0.002476943,0.002412528,-5.269495087,-5.310484232,-5.414878662,-5.460189387,-5.533386878,-5.589204566,-5.644310996,-5.701647503,-5.736184717,-5.762791026,-5.788137059,-5.814843276,-5.841061682,-5.866880276,-5.894518659,-5.919238079,-5.948224045,-5.974325277,-6.000730318,-6.027080267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.707186707
14_chr17,0.051822596,-2.959929016,0.06500216,-2.733334772,2.733452396,180,5.192956851,1.647303256,80144538,18.19934229,2.25E-06,-13.00638544,445247.4333,13.00638544,0.909388865,0.873159527,0.756861751,0.739713144,0.667188477,0.640323539,0.596069598,0.56920466,0.547968485,0.521103547,0.503419326,0.483494017,0.465809795,0.446998696,0.430841754,0.416546416,0.400948286,0.388810875,0.373212745,0.361184505,-0.094982482,-0.135637006,-0.278574669,-0.301492812,-0.404682699,-0.445781701,-0.517397844,-0.563515225,-0.601537503,-0.65180651,-0.686331806,-0.726716339,-0.763977893,-0.805199601,-0.842014417,-0.87575738,-0.913922823,-0.944662235,-0.985606661,-1.018366357,0.00505216,0.004850886,0.004204788,0.004109517,0.003706603,0.003557353,0.003311498,0.003162248,0.003044269,0.00289502,0.002796774,0.002686078,0.002587832,0.002483326,0.002393565,0.002314147,0.00222749,0.00216006,0.002073404,0.002006581,-5.287939333,-5.328593857,-5.47153152,-5.494449663,-5.59763955,-5.638738552,-5.710354695,-5.756472076,-5.794494354,-5.84476336,-5.879288657,-5.91967319,-5.956934744,-5.998156452,-6.034971268,-6.068714231,-6.106879674,-6.137619086,-6.178563512,-6.211323208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.647303256
15_chr17,0.039608757,-3.228705041,0.074219035,-2.600734624,2.729035828,174,5.159055299,1.640753481,80144538,18.19934229,2.17E-06,-13.04028699,460600.7931,13.04028699,1.898556941,0.998981531,0.944247704,0.791146105,0.749892466,0.667306669,0.617422401,0.552596537,0.51950003,0.458609148,0.438105084,0.404313091,0.385440917,0.362094105,0.346999366,0.332564961,0.317470223,0.303830069,0.28873533,0.275476437,0.641094093,-0.001018988,-0.057366749,-0.234272619,-0.287825461,-0.404505566,-0.482201884,-0.593127133,-0.65488841,-0.779556961,-0.825296479,-0.905565723,-0.95336736,-1.015851143,-1.058432326,-1.100920065,-1.147371252,-1.191286717,-1.242244822,-1.289253182,0.010911247,0.005741273,0.005426711,0.004546817,0.004309727,0.003835096,0.003548405,0.003175842,0.002985632,0.002635685,0.002517845,0.002323638,0.002215178,0.002081001,0.001994249,0.001911293,0.001824542,0.00174615,0.001659398,0.001583198,-4.517961206,-5.160074287,-5.216422048,-5.393327918,-5.44688076,-5.563560865,-5.641257184,-5.752182433,-5.81394371,-5.93861226,-5.984351778,-6.064621022,-6.112422659,-6.174906442,-6.217487625,-6.259975364,-6.306426551,-6.350342016,-6.401300122,-6.448308481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.640753481
