sequenceID,sd,mean,range_value,abs_skewness,kurtosis,length,sum_diff,variance
327_chr11,0.077167718,0.29418371,0.473523508,0.959417398,2.234531335,173,13.40282502,0.005954857
327_chr17,0.141603381,0.439940517,0.701218681,0.465758584,-0.459833846,184,13.03604096,0.020051517
327_chr2,0.054141031,-0.002972182,0.598532199,0.776662536,7.346504003,297,14.47793312,0.002931251
327_chr3,0.067629607,6.84E-05,0.704189123,1.680899777,11.54871334,225,12.7145426,0.004573764
327_chr4,0.1261193,-0.358758448,0.662624473,1.504115966,2.245564197,196,24.32001713,0.015906078
328_chr1,0.256881806,-0.14476894,0.901644928,0.815625314,-1.046316211,494,34.05900861,0.065988262
328_chr11,0.062396958,-0.005246251,0.344311447,0.905595489,1.097298261,158,10.53588061,0.00389338
328_chr17,0.07285202,0.240440244,0.431868523,1.289434485,2.660421913,173,11.35678111,0.005307417
328_chr2,0.077536821,-0.00180791,1.113852256,2.355122925,26.85042206,276,18.69807412,0.006011959
328_chr3,0.085535886,-0.30747495,0.911772817,1.127910743,9.83005605,210,15.85617739,0.007316388
328_chr4,0.099410399,-0.302864856,0.973032952,0.894105332,11.54356295,175,18.05461329,0.009882427
329_chr1,0.190630175,-0.046855375,1.201227811,1.32588521,2.695770804,414,33.74666289,0.036339864
329_chr11,0.170796107,0.122131733,0.755716603,1.001807652,0.083521363,136,10.39121795,0.02917131
329_chr17,0.317873913,0.293830608,1.93518859,1.334761757,2.53993926,154,17.22659044,0.101043825
329_chr18,0.240535195,-0.330557253,0.810774443,0.299111578,-1.303181092,68,7.902358055,0.05785718
329_chr2,0.580243976,0.070301927,4.924262414,6.41241789,41.09605439,218,27.30710996,0.336683071
329_chr3,0.077675171,-0.022776881,0.498833225,0.096275919,1.160582509,162,11.887656,0.006033432
329_chr4,0.167512983,-0.07511439,0.890316371,1.347319133,1.96083991,130,12.10445954,0.028060599
329_chr6,0.14026754,-0.034599503,0.828388622,1.924807022,4.672799802,128,12.30164961,0.019674983
329_chr8,0.142837345,0.029209425,0.687500662,1.682718415,2.764175934,104,8.616470204,0.020402507
329_chr9,0.440061323,0.138906836,2.223333207,1.855714293,3.021107218,105,14.34801927,0.193653968
32_chr1,0.056384842,0.000401422,0.583035052,1.952420952,10.99031213,493,26.48181468,0.00317925
32_chr11,0.07590764,-0.149946548,0.47061083,0.843815889,1.901979593,162,11.55705515,0.00576197
32_chr17,0.070063495,0.24947023,0.474225887,0.636034527,1.399736223,175,12.53047046,0.004908893
32_chr2,0.065966527,0.125022473,0.596922197,0.073409318,3.412142883,271,19.12762521,0.004351583
32_chr3,0.059531527,0.127531966,0.462213212,1.172829951,4.365042794,206,12.83760296,0.003544003
32_chr4,0.06108155,-0.012843451,0.395860943,0.269179348,0.774935907,172,10.68049126,0.003730956
330_chr1,0.271359497,-0.222617109,1.365181293,0.381542021,-1.087023196,409,41.27951697,0.073635976
330_chr11,0.10360919,-0.197299378,0.8774604,0.533459696,5.583565007,129,13.06843817,0.010734864
330_chr15,0.177253674,-0.050847159,0.881833138,2.247947492,4.642443975,83,8.698708411,0.031418865
330_chr16,0.216781062,-0.080507358,0.92573203,1.672135927,2.078746873,64,5.84336241,0.046994029
330_chr17,0.185821927,0.149318665,1.039278074,0.844733501,0.122937834,154,13.48033898,0.034529789
330_chr2,0.730288688,0.055186793,5.171205896,4.975296679,25.69496038,238,42.54909539,0.533321568
330_chr3,0.097245968,0.011211581,1.04508789,3.21945166,24.33028093,159,12.47109347,0.009456778
330_chr4,0.131542516,-0.236055768,0.893432099,0.059019348,2.59165794,156,20.51220752,0.017303433
331_chr1,0.264508679,-0.170722094,1.235190773,0.775189909,-0.351346167,408,49.31368766,0.069964842
331_chr11,0.390015993,-0.104538794,1.411611482,0.573140541,-0.901490389,138,21.84385517,0.152112475
331_chr12,0.211405666,0.160194837,1.046514795,0.383471653,-0.5194619,183,18.62085622,0.044692356
331_chr16,0.327006612,-0.358009822,1.225292312,0.068399314,-0.956553887,69,12.2031408,0.106933324
331_chr17,0.263735476,0.217395252,1.370993654,0.909678677,0.515353077,159,17.85955363,0.069556401
331_chr2,0.194388268,0.039367928,0.922193201,1.417123233,1.543632655,230,24.91130674,0.037786799
331_chr20,0.21075322,0.141618032,0.889252934,0.476774817,-0.55353434,83,10.17273,0.04441692
331_chr4,0.333274688,-0.151093054,1.508146904,0.411179355,-0.198730971,141,24.32707978,0.111072018
331_chr5,0.257985615,-0.131093638,1.535957043,1.080814625,1.39069909,177,26.44159913,0.066556578
331_chr6,0.228774064,-0.106339623,1.140704863,1.597637865,2.456350914,143,21.27683257,0.052337572
332_chr1,0.358598478,-0.085966686,1.860122747,0.558293545,0.26952978,344,84.01294098,0.128592868
332_chr10,0.3958816,-0.393291273,1.730111923,0.135009634,-0.598893762,86,24.22175502,0.156722241
332_chr11,0.266045414,-0.297815868,1.496647614,0.038274136,0.353641078,107,31.16127343,0.070780162
332_chr12,0.274394058,0.058768117,1.819519701,0.089247161,0.858654341,126,35.3122768,0.075292099
332_chr13,0.219094798,-0.09915157,1.096699171,0.589763537,0.701884338,52,11.03819115,0.04800253
332_chr14,0.261321221,-0.102065735,1.217667632,0.321576582,0.035315671,58,13.54876808,0.06828878
332_chr16,0.29711684,-0.067306684,1.587692293,0.25213495,0.792628951,67,18.08860034,0.088278417
332_chr17,0.280063085,0.260954188,1.347321252,0.480196087,-0.160681419,108,26.30042492,0.078435332
332_chr18,0.241658968,-0.19392591,1.07697778,0.045416288,-0.191773616,53,12.51014709,0.058399057
332_chr2,0.541179784,0.061303162,3.887323972,4.052088287,18.3859814,182,61.31989896,0.292875559
332_chr3,0.209658216,-0.022724992,0.96204642,0.300430499,-0.37924331,118,25.25547885,0.043956567
332_chr4,0.299852139,-0.0728911,1.397554071,0.382420466,-0.263354638,89,26.32175909,0.089911305
332_chr6,0.292421876,-0.398650063,1.221547505,0.076840818,-0.697048539,87,22.20283263,0.085510554
332_chr7,0.276022258,0.118915225,1.485280442,0.583755288,0.50386377,99,24.61066348,0.076188287
332_chr8,0.276653939,-0.029564744,1.687532234,0.521651108,1.942851188,89,24.31770765,0.076537402
332_chr9,0.385004143,0.104076614,2.792006958,3.351699057,16.26870621,75,20.05201357,0.14822819
332_chrX,0.546526183,-0.169601494,4.407503827,5.060790567,33.46625592,60,22.09903439,0.298690869
333_chr1,0.061012132,0.002520949,0.727920455,0.369382111,7.943592289,489,26.65315149,0.00372248
333_chr11,0.088872743,-0.375494276,0.54962354,1.367578853,3.526011078,154,12.7055925,0.007898364
333_chr17,0.099538541,0.294706233,0.726681246,1.495383704,4.60430916,172,14.65512213,0.009907921
333_chr2,0.08642613,-0.002982473,0.846685961,0.878496116,7.064620673,277,20.67906862,0.007469476
333_chr3,0.084075801,-0.38497932,0.716022534,2.23934408,10.39365571,207,15.74024651,0.00706874
333_chr4,0.094340254,-0.371185283,0.648156327,1.648192765,4.647956838,163,15.25955812,0.008900084
334_chr1,0.051214646,0.00084892,0.431431938,0.584943672,2.469831899,503,25.37451117,0.00262294
334_chr11,0.062574858,0.005278876,0.437928339,0.702712844,3.186118452,166,11.32360569,0.003915613
334_chr17,0.074245144,0.2559932,0.530163482,0.874712029,3.204068966,179,11.90463076,0.005512341
334_chr2,0.074659075,-0.016989848,0.736552155,2.106739753,14.19853845,285,19.3757434,0.005573977
334_chr3,0.093407426,-0.314009178,0.711494907,1.17677452,3.855026116,219,20.47592186,0.008724947
334_chr4,0.093447146,-0.299565276,0.550197083,1.285852365,1.983995766,182,17.80498356,0.008732369
335_chr1,0.079368012,0.00056199,1.421105846,6.895487719,103.226491,509,24.36792512,0.006299281
335_chr11,0.053247689,-0.033087399,0.273298896,0.048206657,-0.114310864,168,8.104534552,0.002835316
335_chr17,0.084479049,0.26137087,0.628787897,1.300559069,5.11089991,180,12.38662715,0.00713671
335_chr2,0.059244235,0.003638361,0.607116792,0.890327523,6.171513414,293,15.18658356,0.003509879
335_chr3,0.073829345,-0.358183587,0.552817693,2.045436342,8.187007498,224,14.2701729,0.005450772
335_chr4,0.051260841,-0.015510437,0.368693818,0.394561838,1.552287331,187,10.03804319,0.002627674
336_chr1,0.062735193,0.031707473,1.08697782,0.330103151,25.40373202,464,21.96492939,0.003935704
336_chr11,0.040776566,0.060692777,0.210141529,0.249062455,-0.113813281,145,6.508014711,0.001662728
336_chr17,0.140432886,0.213338906,0.841737916,0.313223642,-0.557191206,164,9.716424231,0.019721396
336_chr2,0.042679778,-0.006784488,0.287633829,0.15993199,0.700240493,249,10.94517602,0.001821563
336_chr3,0.054999877,-0.076368878,0.341036918,0.168328895,0.555836838,186,8.832645331,0.003024987
336_chr4,0.065809974,-0.101708213,0.366605593,0.002835818,0.289696793,139,8.091467857,0.004330953
337_chr1,0.112941946,0.013802296,0.823565149,0.140884963,0.886908353,499,48.12524116,0.012755883
337_chr11,0.177830725,-0.194266629,0.872980378,0.022000577,-0.35064403,163,27.79007306,0.031623767
337_chr17,0.102301837,0.230822773,0.695098007,0.588274786,1.524880667,179,16.21397802,0.010465666
337_chr2,0.127401057,-0.029871883,0.972778531,0.19816278,1.882783183,285,37.11593599,0.016231029
337_chr3,0.115909136,-0.029329142,0.713272937,0.296548781,0.7604613,211,23.4844948,0.013434928
337_chr4,0.147946346,-0.237624214,0.801756053,0.243308981,0.727078242,179,25.15244768,0.021888121
338_chr1,0.126395525,0.291795209,0.914752713,0.824865251,1.995344066,497,51.61048928,0.015975829
338_chr11,0.108588146,-0.000813744,0.722015253,0.137847043,1.078779794,163,17.99220512,0.011791385
338_chr17,0.118914137,0.274871703,0.744742945,0.008227362,0.476280185,177,18.15545607,0.014140572
338_chr2,0.131591466,0.297770975,0.830179842,0.862340655,1.793203779,279,35.6511896,0.017316314
338_chr3,0.140452308,-0.012982471,1.060841961,1.308730591,4.080887324,210,31.70095885,0.019726851
338_chr4,0.161316817,-0.046398575,0.912743322,1.030229114,1.798051653,172,25.53883686,0.026023116
339_chr1,0.149032489,0.18118936,0.804707112,0.06547168,-0.417110584,491,53.9057965,0.022210683
339_chr11,0.164990219,-0.061453814,0.893247988,0.700054799,0.614281439,154,22.50960868,0.027221772
339_chr17,0.150070624,0.35039217,0.943038836,0.04821413,0.592326547,176,22.72554684,0.022521192
339_chr2,0.145843326,0.209743837,0.860756137,0.714650284,1.281669483,261,35.91189472,0.021270276
339_chr3,0.133076617,-0.012335411,0.673060471,0.440233115,-0.066467816,206,28.99958745,0.017709386
339_chr4,0.13369473,-0.020460967,0.63729556,0.434424071,-0.053619979,166,22.76296539,0.017874281
33_chr1,0.087412446,0.019549842,0.951858506,0.198743887,3.789992117,652,40.46622139,0.007640936
33_chr11,0.232854457,0.049051705,0.799817177,0.050689929,-1.407722675,233,24.69439456,0.054221198
33_chr17,0.195896681,0.308265714,0.922371582,0.871707896,-0.178389719,247,28.10773082,0.03837551
33_chr2,0.064721306,0.129310044,0.451833855,0.292540427,1.066857634,413,27.33542653,0.004188847
33_chr3,0.245457623,0.123534257,1.074414561,0.040511686,-0.964020248,390,43.73540478,0.060249445
33_chr4,0.086930242,-0.148564509,0.886159154,1.751759432,10.17996685,322,25.80220967,0.007556867
33_chr6,0.100579197,-0.074061699,0.579589329,0.533320712,-0.154917824,275,17.15272505,0.010116175
33_chr7,0.108243726,0.21543308,0.640295254,0.79065553,0.77820414,234,21.21462525,0.011716704
33_chr8,0.058769537,-0.015570082,0.363841737,0.779996004,0.603290257,303,16.17746302,0.003453859
33_chr9,0.070936761,0.042998485,0.46770099,0.294552086,1.763267713,193,12.17154066,0.005032024
340_chr1,0.255401793,-0.067606821,1.718161193,1.423614006,2.736231384,469,87.36804944,0.065230076
340_chr11,0.215867783,-0.055892058,1.030472352,0.876300645,0.275206026,149,30.04797788,0.0465989
340_chr17,0.185018877,0.128744508,1.04516997,1.229102228,1.672781725,172,21.97556442,0.034231985
340_chr19,0.16950938,0.025328291,0.924300274,2.201010704,6.439841831,58,7.522163995,0.02873343
340_chr2,0.229940121,-0.098797907,1.159053096,0.538874518,-0.084455471,249,54.35479852,0.052872459
340_chr3,0.218221768,-0.125319102,1.074246335,0.529088724,0.040170316,190,39.443288,0.04762074
340_chr4,0.239760702,-0.161847447,1.327122842,0.603029985,0.381845528,148,32.96748806,0.057485194
340_chr6,0.204699857,-0.013369032,0.923527117,0.396511705,-0.463629933,155,26.13778293,0.041902032
340_chr9,0.225001969,-0.0729247,1.119259849,0.747733252,0.476301296,113,21.70274547,0.050625886
341_chr1,0.281500235,-0.020075088,2.028361136,1.019459568,1.54421606,498,93.3428918,0.079242382
341_chr10,0.277581033,-0.04091999,1.390860623,0.655545143,-0.022894978,151,39.41490003,0.07705123
341_chr11,0.260248005,0.111155164,1.060398325,0.750835885,-0.375608047,162,34.5329474,0.067729024
341_chr12,0.260919466,-0.010515809,1.202714937,0.683840034,-0.167649521,205,42.29543318,0.068078968
341_chr14,0.267454713,-0.017984261,1.129625903,0.629334389,-0.317189351,97,21.37128797,0.071532024
341_chr17,0.215782023,0.360073792,1.254795844,1.139091284,1.609382336,176,30.04942918,0.046561881
341_chr2,0.262565058,0.011130013,1.296427068,0.236159194,-0.561364385,267,62.75016825,0.06894041
341_chr21,0.29546489,-0.030784831,1.211722315,0.657493794,-0.323948466,45,10.79822499,0.087299501
341_chr3,0.254733408,-0.129104679,1.204783022,0.088612872,-0.444280257,203,43.40802205,0.064889109
341_chr4,0.264735906,-0.157140408,1.479577751,0.169271057,0.120749585,168,34.62651508,0.0700851
341_chr5,0.299111769,-0.102890013,2.07763098,0.26886311,1.299042444,200,48.5108135,0.08946785
341_chr6,0.288719766,0.260161653,1.408236023,0.349206745,-0.410185391,165,38.53657073,0.083359103
341_chr7,0.277492865,0.121686289,1.66801824,0.590127722,0.688771277,138,30.75974669,0.07700229
341_chr9,0.262937182,-0.057191096,1.194278178,0.339088661,-0.487614147,126,23.80784677,0.069135962
341_chrX,0.276853802,-0.135906753,2.318765445,1.937312077,11.30837822,124,27.62093184,0.076648028
342_chr1,0.102525105,-0.002931203,1.257970092,1.082452507,13.07884627,501,43.65738944,0.010511397
342_chr11,0.10153662,0.01871402,0.529857901,0.159902281,-0.15073219,162,16.13930042,0.010309685
342_chr12,0.12912341,0.257454203,0.744716829,0.4668682,0.135219904,212,26.59665921,0.016672855
342_chr14,0.101724422,-0.325739796,0.692612836,0.356544157,2.45211211,103,10.4349997,0.010347858
342_chr17,0.114235323,0.244837299,0.633178569,0.247854662,0.271710101,178,19.045972,0.013049709
342_chr2,0.119752944,0.275290149,0.778737332,0.954639951,2.274836538,275,33.01757053,0.014340767
342_chr3,0.114735298,0.006931075,0.766194164,0.106145931,1.172500453,213,25.88014496,0.013164189
342_chr4,0.154784789,-0.357964926,1.009337865,0.266943019,1.4684881,177,28.50823924,0.023958331
343_chr1,0.134806068,-0.027246245,0.850059373,0.349048235,0.427103345,492,56.14323289,0.018172676
343_chr11,0.151476313,0.119563684,0.78756734,0.063064494,-0.277493323,159,23.89440788,0.022945073
343_chr15,0.140320551,-0.047572392,0.755965002,0.74532022,0.775640828,85,14.53641239,0.019689857
343_chr17,0.122287426,0.146470458,0.667606395,0.24518866,0.653788292,174,18.41146517,0.014954215
343_chr2,0.136283438,0.13846933,0.772993903,0.629639183,0.376068713,275,38.05238824,0.018573176
343_chr3,0.129094659,0.005956662,0.786083361,0.846134841,1.627724136,203,27.64674362,0.016665431
343_chr4,0.156122338,-0.193704632,0.969880012,0.59715522,0.872067015,163,26.85913731,0.024374184
343_chrX,0.234731095,-0.167337077,2.217795851,4.257483304,31.24462961,122,23.26146997,0.055098687
344_chr1,0.120978994,0.013587319,0.905550424,0.246355117,0.514667598,482,53.85718745,0.014635917
344_chr11,0.110726253,-0.204999697,0.660513534,0.108166862,0.432915842,148,16.60238557,0.012260303
344_chr17,0.151588278,0.231189103,0.932015925,0.324094908,0.402570903,171,23.32509537,0.022979006
344_chr2,0.119455718,-0.024725692,0.736560854,0.48157506,0.907100596,251,31.53835744,0.014269668
344_chr3,0.123191155,-0.248010335,0.73926838,0.484220624,0.961836727,196,24.79510653,0.015176061
344_chr4,0.156287044,-0.433320699,0.928687393,0.488848193,1.112621364,156,24.72109388,0.02442564
345_chr1,0.124115179,0.017245995,0.90595651,0.265436269,0.371894409,504,57.96881113,0.015404578
345_chr11,0.117166955,-0.200762214,0.699274576,0.031651611,0.476845315,166,19.95316512,0.013728095
345_chr17,0.152970114,0.233385295,0.898790097,0.373407719,0.161766431,178,24.65230998,0.023399856
345_chr2,0.142375746,-0.023805991,1.365509944,1.940472039,11.87104,290,39.16832392,0.020270853
345_chr3,0.12708183,-0.239782625,0.739257406,0.502677514,1.103192137,221,28.80027881,0.016149792
345_chr4,0.172987992,-0.432495454,1.343611922,1.211019415,4.80146551,180,29.10415411,0.029924845
346_chr1,0.148940567,-0.043377369,1.110282055,0.027308744,1.161720577,473,57.23608236,0.022183293
346_chr11,0.1645254,-0.181271603,0.99355651,0.61131757,1.374441602,151,23.96771716,0.027068607
346_chr17,0.153790688,0.108137217,1.225997932,0.744100071,3.827718177,173,24.46131424,0.023651576
346_chr2,0.129090802,-0.019600804,0.830580764,0.547681438,0.751591377,242,32.90580531,0.016664435
346_chr3,0.139181435,-0.13124165,0.920565533,0.380341451,0.781697615,188,21.25484713,0.019371472
346_chr4,0.138962356,-0.17937726,0.727026365,0.586485128,0.224088514,149,19.9350355,0.019310536
347_chr1,0.09773201,0.012587787,0.682809824,0.3484516,1.325645065,479,47.91036394,0.009551546
347_chr11,0.112449437,-0.257637846,0.704343254,0.282081981,0.674821482,149,18.26962188,0.012644876
347_chr17,0.115652583,0.224093704,0.697251441,0.272566066,1.211961169,174,21.59785567,0.01337552
347_chr2,0.114695843,-0.003636068,0.780717954,0.834742529,2.157644981,258,33.19231613,0.013155137
347_chr3,0.106453949,-0.133646398,0.802987968,0.234183193,1.761539491,194,22.85828309,0.011332443
347_chr4,0.134406181,-0.285893127,0.669851398,0.461491858,-0.088525307,154,21.37004179,0.018065022
348_chr1,0.096032204,-0.000233565,0.777775013,0.513512243,1.768698327,472,45.67085336,0.009222184
348_chr11,0.102518366,-0.010237115,0.680805146,0.085054313,1.331831475,147,16.20515712,0.010510015
348_chr13,0.121683079,-0.258803762,0.640918907,0.445183095,0.501897847,87,11.33285839,0.014806772
348_chr14,0.192102681,-0.030029006,1.162078058,1.281038858,3.279818943,91,10.68394492,0.03690344
348_chr17,0.11354826,0.183046252,0.967535605,0.91208755,4.597777175,169,18.40919631,0.012893207
348_chr2,0.12841189,0.156507793,0.855505209,1.067244168,2.08178327,248,34.81551948,0.016489613
348_chr3,0.106894438,-0.236699591,0.828610482,0.400090635,1.884591187,191,21.553076,0.011426421
348_chr4,0.130632278,-0.241950659,0.752562449,0.388721679,0.388817594,154,19.93618523,0.017064792
349_chr1,0.229691281,-0.172119466,1.050887423,0.608613197,-0.279285637,310,47.87122124,0.052758085
349_chr11,0.137063351,0.005985123,0.769665827,0.29240231,0.815621907,78,11.58855726,0.018786362
349_chr17,0.182013741,0.049201382,1.207082461,0.109897213,2.093863591,126,15.17874829,0.033129002
349_chr2,0.171611193,0.040988573,0.940450251,0.314725588,0.188289724,128,20.4838802,0.029450402
349_chr3,0.121418118,-0.007829816,0.623271858,0.380570299,0.402639725,94,13.53153613,0.014742359
349_chr4,0.123783994,-0.036523345,0.715069296,0.71599777,2.094229727,69,9.201501465,0.015322477
34_chr1,0.063122582,-0.010516576,0.643590231,0.692868142,4.471823618,510,24.46495134,0.00398446
34_chr11,0.092414581,-0.240061853,0.529619467,0.658365032,0.904923361,173,14.00591578,0.008540455
34_chr17,0.058766054,0.226430996,0.378844848,0.421121936,1.066270666,184,9.631214831,0.003453449
34_chr2,0.066442869,0.210386568,0.721256724,0.990141582,7.194227466,298,17.48651425,0.004414655
34_chr3,0.078763198,-0.223287274,0.618821305,1.707953376,7.245124487,226,15.60086545,0.006203641
34_chr4,0.077612646,-0.192569079,0.514760038,1.181882488,3.073271593,196,14.93800414,0.006023723
350_chr1,0.093248293,0.00305511,0.734400151,0.243363826,1.925315638,484,43.58349996,0.008695244
350_chr11,0.092932342,-0.160306034,0.531511594,0.285158059,0.233252572,153,15.31433787,0.00863642
350_chr17,0.100205107,0.134982994,0.879086337,1.471755499,8.328138544,176,16.19726916,0.010041063
350_chr2,0.098583048,-0.005600479,0.612064645,0.536852943,0.95542605,261,28.43401462,0.009718617
350_chr3,0.090341551,-0.166213622,0.547809502,0.545501939,0.78825995,199,20.1060224,0.008161596
350_chr4,0.115194096,-0.014209644,0.624133098,0.600471091,0.233721468,158,17.64096854,0.01326968
351_chr1,0.103535172,0.000422666,0.716902961,0.420837142,0.559279158,493,42.51207149,0.010719532
351_chr11,0.103470288,-0.007107469,0.604446708,0.015243282,0.444955655,161,18.34255477,0.010706101
351_chr17,0.091269005,-0.010468084,0.697055008,0.397305808,2.109806976,175,14.95130372,0.008330031
351_chr2,0.284226074,0.032176072,2.820599088,6.587578392,49.86814993,269,32.5850171,0.080784461
351_chr3,0.099025147,0.020101317,0.680451341,0.112721515,0.85483447,213,21.71252724,0.00980598
351_chr4,0.12553065,0.00181219,0.741318813,0.860930708,1.654194962,175,19.75915586,0.015757944
352_chr1,0.117755147,0.017703037,0.975814991,0.723248003,2.446799609,435,50.2132054,0.013866275
352_chr11,0.304538901,-0.218911458,1.361968455,0.290977175,-0.913154798,121,22.04457477,0.092743942
352_chr17,0.274196663,0.282549898,1.250214586,0.43304152,-1.026317225,160,17.82649874,0.07518381
352_chr2,0.140140561,0.009261248,1.080081324,0.256161431,2.940303968,220,30.26016641,0.019639377
352_chr3,0.211793828,-0.100148869,1.083159497,0.466830599,-0.334280512,158,23.58912526,0.044856626
352_chr4,0.179476993,-0.217159578,1.046364504,1.130426216,1.577437044,100,16.57071708,0.032211991
353_chr1,0.099351801,-0.003390638,1.310835127,3.234567988,29.52116436,496,43.10970859,0.00987078
353_chr11,0.084401617,-0.004077998,0.432708526,0.178755357,0.090522915,160,14.50668486,0.007123633
353_chr17,0.077082835,0.196719476,0.520087835,0.962349547,2.609271868,174,12.39163723,0.005941763
353_chr2,0.105051948,0.151732698,1.042534044,2.25785779,12.87062236,273,28.85456672,0.011035912
353_chr3,0.085920785,-0.015808565,0.685303474,0.161579876,1.807441934,206,18.35785093,0.007382381
353_chr4,0.131264198,-0.245236431,0.843521695,0.573892596,1.083038883,172,21.81427842,0.01723029
354_chr1,0.146776473,0.161763428,0.775919229,0.133557041,-0.319621554,480,48.55180395,0.021543333
354_chr11,0.149946039,-0.055366651,0.749402697,0.621532485,0.406301394,155,19.10668689,0.022483815
354_chr17,0.145121567,0.294897378,0.710004085,0.27325655,-0.275575717,174,21.35641704,0.021060269
354_chr2,0.142512796,0.199114221,0.867601464,0.298909202,0.414574028,248,31.93794023,0.020309897
354_chr3,0.123919505,0.008667374,0.831984589,0.241170656,1.064047664,198,21.7721479,0.015356044
354_chr4,0.154178844,0.008908525,1.129062573,1.607776651,5.328438404,164,20.92728709,0.023771116
355_chr1,0.13222535,-0.012471296,0.893727995,0.784698012,1.641351358,453,60.85101981,0.017483543
355_chr11,0.187612979,-0.340594822,1.311157198,0.009257196,1.604946932,141,26.35184721,0.03519863
355_chr17,0.107667776,0.312765272,0.678447167,0.157701582,0.215403772,171,18.26326174,0.01159235
355_chr2,0.165381039,0.261357506,1.322687208,0.383051037,1.930919747,259,46.40215192,0.027350888
355_chr3,0.199289979,-0.363451744,1.143465082,0.1918914,0.663221056,176,39.80935933,0.039716496
355_chr4,0.212364474,-0.357096659,1.184000187,0.368634625,0.753477413,124,25.44263804,0.04509867
356_chr1,0.271594553,-0.194728433,1.413540151,0.517009223,-0.596425786,470,56.33833371,0.073763601
356_chr11,0.226777012,0.133227617,1.270364903,0.362506802,0.30095125,153,22.8038635,0.051427813
356_chr17,0.192330998,0.124459377,1.556393349,0.932243808,3.723857171,174,20.30533328,0.036991213
356_chr2,0.645955239,0.071709974,5.683725692,7.222033241,52.75287675,235,37.81965419,0.417258171
356_chr3,0.098802227,0.011486497,0.630021452,0.41303102,0.613795236,193,19.02722971,0.00976188
356_chr4,0.117883976,0.033647109,0.620360831,0.270967442,0.013905021,146,15.08951063,0.013896632
357_chr1,0.21338782,-0.038903076,1.551597682,0.754338376,1.931542597,309,61.76126573,0.045534362
357_chr11,0.24579151,-0.041301963,1.133161323,0.731748134,0.506027889,78,18.98516178,0.060413466
357_chr13,0.27158947,0.537215007,1.058657162,0.32047484,-0.310055418,31,8.508497236,0.07376084
357_chr17,0.221434693,0.44299985,1.100576955,0.463080108,0.245053479,95,19.53621302,0.049033323
357_chr2,0.210752578,0.008501135,1.45898696,0.617594218,1.289458791,138,33.67951669,0.044416649
357_chr3,0.223851328,0.22462961,1.302040464,0.987688159,2.098584798,106,22.21066487,0.050109417
357_chr4,0.21815104,0.121788297,0.943879914,0.343790789,-0.401854948,90,21.90550564,0.047589876
357_chrX,0.264867367,-0.386904948,1.31705,0.209847742,1.177856257,37,11.15607403,0.070154722
358_chr1,0.230864797,-0.005097477,1.523672191,0.069477529,-0.001632778,473,83.15468306,0.053298554
358_chr11,0.2492562,-0.359411453,1.109052737,0.195402187,-0.82725673,142,32.69534801,0.062128653
358_chr12,0.203450625,0.020080756,1.046772223,0.011907,-0.402294823,189,38.34082292,0.041392157
358_chr17,0.20144672,0.287261608,1.018078137,0.411682382,0.365886861,159,31.05376431,0.040580781
358_chr2,0.238993508,0.305242571,1.664595673,0.322726104,1.568295174,259,60.13376424,0.057117897
358_chr3,0.20753845,0.000535351,1.210441551,0.316375233,0.502497951,194,42.18070288,0.043072208
358_chr4,0.212471522,0.052716441,1.092046,0.029275078,-0.108305573,151,32.71574686,0.045144148
358_chr6,0.220093507,0.367487137,1.252925307,0.84273702,1.376993432,153,32.98300108,0.048441152
358_chrX,0.194815266,0.020996626,1.018552679,0.050474575,0.039623917,114,20.7053411,0.037952988
359_chr1,0.119175112,0.011578958,0.908519839,0.467460479,1.433371541,464,53.62061739,0.014202707
359_chr11,0.155142906,-0.162186855,0.917678337,0.965519838,1.867228849,145,23.19671092,0.024069321
359_chr17,0.139344581,0.327572964,0.76102162,0.851577945,0.763713476,158,21.1142939,0.019416912
359_chr2,0.148938492,0.114893225,1.183363701,0.928380319,2.457813807,243,36.47659311,0.022182674
359_chr3,0.135378552,-0.035454888,0.880911529,1.166780303,2.348349245,191,23.52871316,0.018327352
359_chr4,0.155192567,-0.07356588,0.936393346,0.681077856,0.941963556,148,23.52500535,0.024084733
35_chr1,0.06581974,0.00821565,0.63047716,0.46239178,4.284355012,650,38.52609643,0.004332238
35_chr11,0.093304545,-0.341667981,0.552353915,1.143846761,1.937642591,235,18.9539417,0.008705738
35_chr17,0.125249576,0.234370852,1.096502168,1.346659978,5.046221644,248,23.49547584,0.015687456
35_chr2,0.088296929,0.288017126,0.757502525,1.434739798,5.065636914,414,32.22265231,0.007796348
35_chr22,0.176723685,-0.076794368,1.009460329,3.295628158,12.34699461,102,11.22588206,0.031231261
35_chr3,0.08715529,-0.363781208,0.906459232,2.344556617,13.9292628,391,30.65438114,0.007596045
35_chr4,0.094582365,-0.352643319,0.917798937,2.647855219,14.12802757,322,27.2696952,0.008945824
35_chr7,0.101453047,0.281004727,0.814729737,0.680765986,2.544221757,234,20.51758171,0.010292721
360_chr1,0.230574706,-0.105665207,1.205823141,0.089880328,-0.436983597,499,81.19032409,0.053164695
360_chr11,0.190501268,0.059887321,1.150289679,0.424823827,0.890278251,153,25.40136981,0.036290733
360_chr17,0.267835257,0.232456732,1.554810304,0.19405835,0.177371954,173,31.57532609,0.071735725
360_chr2,0.436818983,0.005272809,4.836401077,6.323130641,49.08951811,284,62.90010277,0.190810824
